,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
51,Pretty Please,Future Nostalgia,Dua Lipa,2020-03-27,194607,68,0.906,0.0311,0.906,0.474,5.5e-06,0.286,-6.124,0.194,106.976,4
52,Fuerza (feat. Nani Castle),HOWSLA,Various Artists,2017-05-05,219411,34,0.788,0.00424,0.788,0.919,0.0299,0.739,-4.837,0.0498,127.0,4
53,enemy,how i'm feeling now,Charli XCX,2020-05-15,222991,50,0.69,0.00449,0.69,0.661,0.00389,0.154,-4.274,0.0343,91.519,4
54,Wild Girl,Wild Girl,Kito,2019-09-27,194088,54,0.691,0.437,0.691,0.453,1.05e-05,0.2,-10.525,0.0906,126.049,4
55,Blue Jeans - RAC Mix,Blue Jeans Remixes,Lana Del Rey,2012-01-01,218213,45,0.694,0.399,0.694,0.841,0.00652,0.1,-3.889,0.0524,117.968,4
56,Fwm (Lie to Me),Fwm (Lie to Me),Leaf,2017-02-13,177280,2,0.638,0.0142,0.638,0.632,0.00326,0.15,-7.469,0.294,96.011,4
59,Summertime Magic,Summer Pack,Childish Gambino,2018-07-11,213600,65,0.76,0.0127,0.76,0.579,0.00344,0.106,-7.374,0.0567,100.011,4
60,Lies (feat. SZA),Lies (feat. SZA),Felix Snow,2016-08-12,232489,31,0.725,0.0152,0.725,0.699,0.0222,0.116,-6.376,0.0575,132.042,4
61,You Da One,Talk That Talk,Rihanna,2011-11-19,200013,67,0.702,0.503,0.702,0.715,2.44e-05,0.126,-5.377,0.0425,127.05,4
62,Like a Prayer,Celebration (Bonus Track Version),Madonna,2009-09-18,342680,39,0.624,0.264,0.624,0.842,2.11e-05,0.181,-5.285,0.0376,111.037,4
63,Say It,Heard It In A Past Life,Maggie Rogers,2019-01-18,220960,60,0.557,0.208,0.557,0.496,0.00824,0.147,-7.184,0.0332,84.912,4
64,DÁKITI,DÁKITI,Bad Bunny,2020-10-30,205090,84,0.731,0.401,0.731,0.573,5.22e-05,0.113,-10.059,0.0544,109.928,4
65,2AM,2AM,MK,2020-07-24,182400,45,0.632,0.0426,0.632,0.868,0.263,0.307,-6.254,0.0357,122.98,4
66,You - Topic Remix,You (Topic Remix),Regard,2021-05-28,157160,65,0.733,0.0554,0.733,0.887,0.000131,0.241,-5.601,0.0692,124.025,4
67,A Tu Merced,YHLQMDLG,Bad Bunny,2020-02-29,175918,83,0.86,0.169,0.86,0.791,0.000106,0.106,-4.784,0.0568,92.023,4
68,Linda,Linda,Tokischa,2021-09-01,144018,81,0.891,0.0685,0.891,0.751,0.000598,0.19,-3.15,0.124,115.046,4
0,After the Moment,Idle Labor,Craft Spells,2011-03-22,240608,22,0.609,0.0263,0.609,0.874,4.99e-05,0.328,-3.889,0.0293,112.011,4
1,You’re Not The One,"Night Time, My Time",Sky Ferreira,2013-01-01,235066,47,0.468,0.00215,0.468,0.966,0.00276,0.132,-3.468,0.0557,92.002,4
2,Want You Back,Something to Tell You,HAIM,2017-07-07,232120,51,0.635,0.121,0.635,0.853,0.0,0.371,-3.926,0.048,112.964,4
3,Tilted,Christine And The Queens,Christine and the Queens,2015-10-16,233247,0,0.872,0.283,0.872,0.361,0.00262,0.108,-9.88,0.0609,100.001,4
4,Why Won't They Talk To Me?,Lonerism,Tame Impala,2012-01-01,286093,0,0.512,0.563,0.512,0.876,0.022,0.0898,-5.189,0.0487,129.936,4
5,New Beat,Underneath The Pine,Toro y Moi,2011-02-22,244546,0,0.747,0.413,0.747,0.673,0.458,0.156,-5.708,0.0437,115.05,4
6,My Girls,Merriweather Post Pavilion,Animal Collective,2009-01-20,340786,0,0.508,0.256,0.508,0.953,0.0445,0.929,-6.031,0.0806,119.973,4
7,This Song,EGO,RAC,2017-07-13,247506,45,0.671,0.0712,0.671,0.763,0.000655,0.171,-6.078,0.0434,120.013,4
8,Bulletproof,La Roux,La Roux,2009-01-01,205733,1,0.674,0.000441,0.674,0.882,6.47e-05,0.068,-2.771,0.0477,123.016,4
9,The Reeling,Manners,Passion Pit,2009,287906,51,0.597,0.000356,0.597,0.777,0.00113,0.169,-5.638,0.0668,111.999,4
10,Fever,Roosevelt,Roosevelt,2016-08-15,264031,0,0.587,0.0282,0.587,0.775,0.00694,0.0843,-6.317,0.0285,113.957,4
11,Espoir,Romance,Darius,2014-02-24,242242,61,0.6,0.0955,0.6,0.617,0.913,0.108,-7.0,0.0555,106.892,4
12,A New Error,Moderat (Deluxe Version),Moderat,2009-05-11,367306,0,0.719,0.0298,0.719,0.461,0.801,0.0634,-11.338,0.037,110.991,4
13,From The Ritz To The Rubble,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,2006-02-21,195426,0,0.215,0.00165,0.215,0.876,0.0,0.313,-5.327,0.0429,188.89,4
14,Empty Threat - Big Wild Remix,Every Open Eye (Extended Edition),CHVRCHES,2016-07-29,208819,0,0.782,0.00534,0.782,0.706,0.00536,0.0599,-8.27,0.0383,111.018,4
15,Arty Boy,Arty Boy,Flight Facilities,2017-06-21,232188,0,0.849,0.307,0.849,0.54,0.0,0.067,-4.754,0.0391,116.962,4
16,& It Was U,Total Loss,How To Dress Well,2012-09-18,184401,0,0.852,0.124,0.852,0.56,0.0,0.144,-9.054,0.27,113.531,4
17,Kites,Animal Shapes,Geographer,2010-03-09,263346,1,0.427,0.0059,0.427,0.7,0.0225,0.0873,-7.339,0.0304,85.999,4
18,Hammock,Amanecer,Millionyoung,2012-07-31,183214,37,0.61,0.0643,0.61,0.954,5.95e-05,0.124,-2.903,0.0633,112.007,4
19,Slumlord,Vega Intl. Night School,Neon Indian,2015-10-16,315595,0,0.63,0.228,0.63,0.98,0.00661,0.487,-4.914,0.059,108.009,4
20,Wait a Minute!,ARDIPITHECUS,WILLOW,2015-01-11,196520,83,0.764,0.0371,0.764,0.705,1.94e-05,0.0943,-5.279,0.0278,101.003,4
21,Borderline (An Ode to Self Care) (feat. Q-Tip),A Seat at the Table,Solange,2016-09-30,182733,45,0.69,0.152,0.69,0.577,0.0016,0.121,-9.497,0.0448,92.985,4
22,Un rêve à deux,Plage d'or,Jean Tonique,2016-11-25,201521,54,0.874,0.254,0.874,0.714,0.0544,0.0982,-6.433,0.0765,115.031,4
23,Confess To Me,Settle (Deluxe),Disclosure,2013-06-03,250066,39,0.804,0.0307,0.804,0.785,0.000911,0.179,-7.901,0.129,124.048,4
24,Stay Happy,Hug Of Thunder,Broken Social Scene,2017-07-07,250826,42,0.446,0.0941,0.446,0.711,0.177,0.172,-7.058,0.0657,80.743,4
25,There's a Honey,There's a Honey,Pale Waves,2017-02-20,231108,0,0.488,0.000232,0.488,0.879,2.96e-05,0.0909,-3.586,0.0456,121.911,4
26,Lets Go Surfing,The Drums,The Drums,2010-06-04,175426,50,0.577,0.209,0.577,0.814,0.000525,0.0773,-5.694,0.032,174.059,4
27,Never Ever,"Being No One, Going Nowhere",STRFKR,2016-11-04,214906,40,0.801,0.0429,0.801,0.608,0.00516,0.166,-4.332,0.0299,120.015,4
28,It Is What It Is,Cupid Deluxe,Blood Orange,2013-11-18,307400,51,0.721,0.231,0.721,0.648,0.0859,0.0764,-8.438,0.0387,94.897,4
29,Can't Do Without You,Our Love,Caribou,2014-10-07,236400,1,0.691,0.79,0.691,0.407,0.656,0.783,-9.053,0.0473,128.035,4
30,Bad Bad News,Bet Ain't Worth the Hand / Bad Bad News,Leon Bridges,2018-03-13,207306,0,0.781,0.229,0.781,0.629,0.000536,0.0881,-6.152,0.0647,111.975,4
31,Nana,Canopée - EP,Polo & Pan,2016-06-10,190194,0,0.682,0.22,0.682,0.693,0.104,0.23,-6.77,0.0333,94.017,3
32,Vanished,Crystal Castles,Crystal Castles,2008-03-18,242960,0,0.713,0.00206,0.713,0.868,9.23e-05,0.225,-6.644,0.0305,119.98,4
33,Strobe Light,Season High,Little Dragon,2017-04-14,223546,34,0.759,0.0963,0.759,0.609,0.058,0.111,-9.21,0.0357,105.001,4
34,Can't Get Enough of Myself (feat. BC Unidos),99 Cents,Santigold,2016-02-26,237106,44,0.69,0.388,0.69,0.858,6.27e-05,0.0855,-6.307,0.043,156.027,3
35,Find Me,The House,Porches,2018-01-19,227651,31,0.634,0.0175,0.634,0.851,0.00662,0.116,-8.265,0.0398,114.981,4
36,What You Need,What You Need,BAYNK,2016-11-04,218086,0,0.805,0.56,0.805,0.658,0.0133,0.124,-6.137,0.0702,114.972,4
37,Pyor,Utopia,Darius,2017-11-24,261186,47,0.832,0.462,0.832,0.616,0.848,0.122,-7.656,0.0865,107.577,4
38,Standing In The Middle Of The Field,Haiku From Zero,Cut Copy,2017-09-22,331080,48,0.705,0.452,0.705,0.848,0.0,0.227,-6.056,0.0415,115.005,4
39,Past Lives,Dopamine,BØRNS,2015-10-16,274320,64,0.743,0.0664,0.743,0.685,6.75e-05,0.0884,-6.863,0.0975,109.988,4
40,Agitations tropicales,Odyssée - EP,L'Impératrice,2015-10-12,248892,63,0.76,0.564,0.76,0.401,0.259,0.0977,-9.537,0.0674,115.989,4
41,Soft,Within and Without,Washed Out,2011-07-12,331880,0,0.453,0.0799,0.453,0.646,0.949,0.116,-12.231,0.0452,114.96,4
42,Juvenile,Territory,The Blaze,2017-04-07,203693,61,0.63,0.00393,0.63,0.554,0.829,0.145,-9.675,0.0256,127.013,4
43,Real Love Baby,Real Love Baby,Father John Misty,2016-07-26,189293,1,0.417,0.0955,0.417,0.686,0.0287,0.0989,-6.484,0.0373,204.113,4
44,Honey,Honey,Robyn,2018-09-26,294002,25,0.652,0.0179,0.652,0.604,0.000589,0.119,-8.666,0.101,115.953,4
45,Evan Finds the Third Room,Con Todo El Mundo,Khruangbin,2018-01-26,240742,25,0.781,0.00998,0.781,0.386,0.567,0.166,-9.974,0.0827,105.812,4
46,Too Young,United,Phoenix,2000-03-06,197973,59,0.622,0.0625,0.622,0.75,0.000133,0.127,-6.367,0.0445,141.324,4
47,À tout à l'heure,Silver Wilkinson,Bibio,2013-05-13,249573,38,0.257,0.164,0.257,0.805,0.356,0.32,-5.119,0.0889,87.019,4
48,REALiTi (Demo),REALiTi (Demo),Grimes,2015-03-12,267130,0,0.721,0.521,0.721,0.666,0.0509,0.08,-9.949,0.0324,115.034,4
49,Instant Crush (feat. Julian Casablancas),Random Access Memories,Daft Punk,2013-05-17,337560,76,0.775,0.0422,0.775,0.585,0.619,0.077,-9.516,0.0271,109.942,4
50,Baby Drive It Down,Outer Peace,Toro y Moi,2019-01-18,187933,14,0.881,0.877,0.881,0.585,0.454,0.103,-9.987,0.0909,106.023,4
51,Freelance,Outer Peace,Toro y Moi,2019-01-18,225893,25,0.975,0.014,0.975,0.475,0.0111,0.165,-7.067,0.123,115.009,4
52,Tout oublier,Brol,Angèle,2018-10-05,202120,65,0.692,0.493,0.692,0.542,2.75e-06,0.247,-7.9,0.197,105.005,4
53,Only Human - Radio Edit,Only Human,KH,2019-03-01,201267,34,0.824,0.00189,0.824,0.642,0.000243,0.463,-7.436,0.179,126.986,4
54,Missing U,Honey,Robyn,2018-10-26,297268,46,0.702,0.0472,0.702,0.666,0.000119,0.139,-8.307,0.0463,119.93,4
55,Hungry Child - Edit,Hungry Child,Hot Chip,2019-04-04,208637,36,0.643,0.0564,0.643,0.85,0.0199,0.229,-6.386,0.0513,120.041,4
57,Woman Is a Word,Woman Is a Word,Empress Of,2016-03-14,197007,0,0.415,0.362,0.415,0.588,6.42e-06,0.328,-5.389,0.0403,89.957,3
58,Horchata,Contra,Vampire Weekend,2010-01-12,206733,0,0.834,0.0803,0.834,0.787,0.0,0.356,-7.119,0.14,119.976,4
59,Slip Away,Slip Away,Perfume Genius,2017-03-21,165329,0,0.603,0.371,0.603,0.509,2.66e-05,0.0627,-6.824,0.0312,136.592,4
60,Wild Girl - Paul Woolford Remix,Wild Girl (Paul Woolford Remix),Kito,2019-12-06,221931,59,0.551,0.0341,0.551,0.786,0.4,0.182,-8.434,0.0301,125.009,4
61,Old 45's,White Women,Chromeo,2014-05-12,227906,44,0.817,0.164,0.817,0.654,0.00194,0.21,-6.786,0.193,95.984,4
62,Lost Man (feat. Octavian),EPHEMERA,Jim-E Stack,2020-10-30,141916,35,0.867,0.0784,0.867,0.479,0.0408,0.0806,-4.503,0.232,88.955,4
63,Str8 Outta Mumbai,Leak 04-13 (Bait Ones),Jai Paul,2013-04-13,162480,0,0.716,0.0625,0.716,0.74,0.0,0.156,-4.437,0.262,114.916,4
64,Hide,Purple Noon,Washed Out,2020-08-07,207781,0,0.546,0.095,0.546,0.768,0.661,0.14,-8.184,0.0376,103.982,4
0,GoGo!,Aa,Baauer,2016-03-18,194000,41,0.332,0.00536,0.332,0.977,0.489,0.268,-5.978,0.353,75.0,4
1,10 d E A T h b R E a s T ⚄ ⚄,"22, A Million",Bon Iver,2016-09-30,144000,17,0.69,0.301,0.69,0.789,0.116,0.0532,-7.031,0.155,109.192,4
2,LITE SPOTS,99.9%,KAYTRANADA,2016-05-06,230920,0,0.884,0.0342,0.884,0.549,0.0724,0.112,-11.683,0.471,120.462,4
3,Operator (He Doesn't Call Me),Long Way Home,Låpsley,2016-03-04,204873,0,0.734,0.0931,0.734,0.596,0.000777,0.308,-7.529,0.0407,120.009,4
4,Controlla,Views,Drake,2016-05-13,245226,1,0.611,0.0781,0.611,0.468,0.0,0.101,-11.084,0.179,92.092,4
5,Crying in Public,Moth,Chairlift,2016-01-22,268986,39,0.606,0.259,0.606,0.592,0.000991,0.136,-7.396,0.0751,174.623,3
6,The Season | Carry Me,Malibu,Anderson .Paak,2016-01-15,328813,52,0.387,0.0998,0.387,0.726,0.0,0.653,-7.681,0.412,78.846,4
7,I Need A Forest Fire,The Colour In Anything,James Blake,2016-05-05,257219,60,0.293,0.696,0.293,0.29,0.875,0.1,-11.596,0.0454,128.276,4
8,Needed Me,ANTI,Rihanna,2016-01-28,191600,1,0.671,0.11,0.671,0.314,0.0,0.0825,-8.091,0.244,110.898,4
9,No Matter Where We Go,Light Upon the Lake,Whitney,2016-06-03,161746,13,0.621,0.313,0.621,0.932,0.478,0.149,-3.8,0.0473,105.896,4
10,Give It Up,Give It Up - EP,Goldensuns,2016-05-11,231777,0,0.573,0.531,0.573,0.503,0.901,0.0674,-7.984,0.0302,134.924,4
11,Real,Communion (Deluxe),Years & Years,2015-06-22,250346,41,0.74,0.00332,0.74,0.593,8.27e-06,0.104,-7.891,0.0484,113.983,4
12,Mountains (Love Won't Burn My Heart),The Love That Remains,Savoir Adore,2016-08-12,231960,14,0.654,0.318,0.654,0.65,0.718,0.346,-8.53,0.0281,110.01,4
13,With Them,Slime Season 3,Young Thug,2016-03-25,197746,56,0.926,0.00218,0.926,0.517,0.0,0.091,-6.794,0.184,132.07,4
14,You're the Best,Don't You,Wet,2016-01-29,177986,51,0.435,0.138,0.435,0.331,0.00594,0.105,-11.184,0.0839,100.114,4
15,Happy,Puberty 2,Mitski,2016-06-17,220250,23,0.601,0.166,0.601,0.514,0.00191,0.108,-10.87,0.0364,106.997,4
16,Nights,Blonde,Frank Ocean,2016-08-20,307151,78,0.466,0.42,0.466,0.548,1.01e-06,0.113,-9.362,0.118,89.815,4
17,Best to You,Freetown Sound,Blood Orange,2016-06-28,225747,57,0.658,0.181,0.658,0.785,0.00223,0.724,-8.513,0.036,125.015,4
18,Helix,Skin,Flume,2016-05-27,210247,0,0.415,0.383,0.415,0.733,0.916,0.0659,-8.585,0.426,81.199,4
19,Mad (feat. Lil Wayne),A Seat at the Table,Solange,2016-09-30,235493,55,0.827,0.101,0.827,0.477,4.15e-05,0.0908,-5.025,0.254,119.807,4
0,Fineshrine,Shrines,Purity Ring,2012-07-23,209760,0,0.609,0.018,0.609,0.798,8.68e-06,0.434,-4.448,0.0404,130.034,4
1,Amenamy,Shrines,Purity Ring,2012-07-23,207080,0,0.586,0.0172,0.586,0.841,1.36e-05,0.203,-4.598,0.0341,145.986,4
2,How Did I Get Here,Summer's Gone,ODESZA,2012-09-05,131250,0,0.706,0.39,0.706,0.577,0.692,0.407,-6.226,0.0299,96.056,4
3,Pala,Pala,Friendly Fires,2011-05-16,240826,0,0.544,0.00923,0.544,0.527,8.11e-05,0.261,-8.038,0.0366,113.363,4
4,BTSTU - Edit,BTSTU (Edit),Jai Paul,2011-04-21,210000,0,0.665,0.745,0.665,0.389,0.000982,0.326,-6.709,0.441,89.962,4
5,Gold,Gold,Adventure Club,2013-09-23,257071,0,0.48,0.0229,0.48,0.635,0.013,0.121,-5.471,0.0428,144.928,4
6,Help Me Lose My Mind,Settle,Disclosure,2013-01-01,244174,0,0.777,0.0383,0.777,0.713,0.102,0.0564,-5.676,0.0557,109.032,4
7,Open,Woman,Rhye,2013-01-01,217053,63,0.551,0.896,0.551,0.324,0.0873,0.277,-10.962,0.0314,90.957,4
8,Wildfire,SBTRKT,SBTRKT,2011-06-27,201000,0,0.835,0.0308,0.835,0.481,0.000501,0.0896,-7.188,0.387,139.581,4
9,Pretty Thoughts,Drift - Single,"Alina Baraz, Galimatias",2013-12-10,211801,0,0.541,0.148,0.541,0.473,3.36e-06,0.175,-8.129,0.073,120.757,4
10,Verse,Woman,Rhye,2013-01-01,172066,43,0.659,0.894,0.659,0.267,0.000713,0.0941,-12.351,0.0553,129.94,4
11,Kiss Kiss,Mirror Maru EP,Cashmere Cat,2012-10-22,221720,0,0.661,0.047,0.661,0.779,0.21,0.358,-5.608,0.0433,119.877,4
12,The Suburbs,The Suburbs,Mr Little Jeans,2011-09-30,312053,26,0.365,0.164,0.365,0.551,0.0108,0.109,-6.528,0.0774,66.485,4
13,I Want You,Summer's Gone,ODESZA,2012-09-05,161926,0,0.567,0.49,0.567,0.648,0.915,0.113,-4.236,0.195,178.549,4
14,Drift,Drift - Single,"Alina Baraz, Galimatias",2013-12-10,223448,0,0.27,0.515,0.27,0.286,0.00408,0.116,-11.095,0.0377,173.427,4
15,Natural Light,Worlds,Porter Robinson,2014-08-12,141226,43,0.444,0.39,0.444,0.267,0.875,0.102,-11.003,0.124,135.108,4
16,Pure,Summer Heart,Blackbird Blackbird,2010-07-08,141159,0,0.458,0.572,0.458,0.667,0.906,0.121,-9.084,0.179,101.0,4
17,Holocene - Kyson Remix,"Bon Iver, Bon Iver: Stems Project",Bon Iver,2012-10-02,312986,0,0.2,0.947,0.2,0.413,0.925,0.0813,-11.993,0.044,73.932,4
18,Another Girl,Another Girl,Jacques Greene,2011-03-29,402958,0,0.338,0.171,0.338,0.703,0.767,0.3,-7.376,0.0649,167.993,5
19,Quiet Life,Bondax & Friends: The Mix Album,Various Artists,2014-11-21,155093,0,0.629,0.588,0.629,0.622,0.781,0.18,-6.872,0.191,179.27,4
20,For Us (feat. Briana Marela),In Return,ODESZA,2014-09-08,349090,41,0.413,0.1,0.413,0.557,0.105,0.218,-7.622,0.0346,110.028,4
21,Love Won't Sleep (Kill Them With Colour Remix),Love Won't Sleep (Kill Them With Colour Remix),Lostboycrow,2016-02-12,192727,0,0.638,0.192,0.638,0.656,0.00245,0.181,-6.101,0.0445,131.935,4
22,Lovesick,Someday Somewhere,Mura Masa,2015-04-10,196516,0,0.728,0.143,0.728,0.707,0.218,0.0371,-7.082,0.306,177.905,4
23,Zimt,Zimt,LissA,2016-02-05,212624,39,0.82,0.202,0.82,0.511,2.05e-05,0.339,-6.325,0.0952,94.046,4
24,If You Don't (feat. Cumulus),Summer's Gone,ODESZA,2012-09-05,187118,0,0.644,0.213,0.644,0.639,0.18,0.12,-6.734,0.124,117.993,4
25,Dusty Stars,Desiderium,TOKiMONSTA,2014-09-23,191304,0,0.727,0.0407,0.727,0.81,0.673,0.102,-8.569,0.0477,138.017,4
27,Trust in You,Patterns,Tourist,2014-04-22,357631,0,0.732,0.0419,0.732,0.467,0.847,0.0997,-9.574,0.0639,135.016,4
28,Julia,Z,SZA,2014-04-08,219642,54,0.666,0.00866,0.666,0.688,9e-06,0.0964,-7.071,0.031,111.02,4
29,Warm Magic,Wanderflower,Jadu Heart,2016-04-07,187826,42,0.71,0.677,0.71,0.366,0.0786,0.582,-12.68,0.148,115.068,4
30,Girl (feat. KAYTRANADA),Ego Death,The Internet,2015-06-26,415613,66,0.568,0.536,0.568,0.42,0.124,0.101,-11.169,0.276,79.89,4
31,Special Affair,Ego Death,The Internet,2015-06-26,176186,63,0.795,0.183,0.795,0.409,0.00108,0.112,-10.134,0.0859,120.095,4
32,3 Days,Woman,Rhye,2013-01-01,255720,58,0.853,0.828,0.853,0.474,0.00755,0.306,-10.711,0.049,115.052,4
33,All I Ever Need,Our Love,Caribou,2014-10-07,232746,0,0.547,0.217,0.547,0.721,0.806,0.106,-9.092,0.0474,119.875,4
34,casanova.,his and hers.,Denitia and Sene,2013-03-19,237560,32,0.684,0.024,0.684,0.402,0.882,0.0815,-7.334,0.03,93.982,4
35,Masterpiece,Caracal,Disclosure,2015-09-25,241583,0,0.609,0.0649,0.609,0.469,0.0,0.535,-7.464,0.168,109.819,4
36,"Being No One, Going Nowhere","Being No One, Going Nowhere",STRFKR,2016-11-04,279893,50,0.655,0.101,0.655,0.506,0.928,0.107,-5.699,0.0253,93.971,4
37,Bad Blood,For All We Know,Nao,2016-07-29,240626,58,0.494,0.639,0.494,0.412,4.46e-06,0.0631,-5.687,0.133,113.108,4
38,I'm So Confused,Give It Up - EP,Goldensuns,2016-05-11,239134,0,0.692,0.0724,0.692,0.634,0.559,0.169,-8.19,0.0327,104.016,4
39,In the Morning,GENERATIONWHY,ZHU,2016-07-29,246495,60,0.709,0.0232,0.709,0.757,0.335,0.0791,-6.064,0.0356,123.006,4
40,Make You Feel,Urban Flora,Alina Baraz,2015-05-19,220800,50,0.7,0.787,0.7,0.43,0.000476,0.129,-8.437,0.0399,100.008,4
41,Feel It Still - Medasin Remix,Feel It Still (Medasin Remix),Portugal. The Man,2017-05-19,194434,50,0.568,0.553,0.568,0.463,0.00114,0.0858,-10.622,0.262,157.686,4
42,Crew (feat. Brent Faiyaz & Shy Glizzy),At What Cost,GoldLink,2017-03-24,176702,75,0.728,0.133,0.728,0.607,0.0,0.0864,-8.417,0.132,129.938,4
43,Lyk Dis,Yes Lawd!,NxWorries,2017-11-06,150760,0,0.492,0.0252,0.492,0.49,0.0,0.382,-6.209,0.322,81.139,4
44,Ur,Z,SZA,2014-04-08,235769,47,0.754,0.318,0.754,0.56,0.131,0.0863,-8.01,0.0608,114.034,4
45,Where Did I Go?,Where Did I Go?,Jorja Smith,2016-05-23,190324,0,0.69,0.484,0.69,0.642,0.112,0.0977,-7.103,0.0721,97.089,4
46,Phantasm (feat. Nicole Millar),Phantasm (feat. Nicole Millar),Cosmo's Midnight,2013-04-10,199251,26,0.733,0.194,0.733,0.781,0.41,0.106,-7.21,0.0482,134.988,4
47,Vibin' Out,French Kiwi Juice,FKJ,2017-03-02,311837,67,0.41,0.847,0.41,0.169,0.00327,0.117,-11.422,0.0485,89.494,4
48,HEAVEN,HEAVEN,The Blaze,2018-02-27,221226,27,0.626,0.062,0.626,0.396,0.815,0.0954,-12.106,0.0287,125.002,4
49,Tártaro,EP II,Buscabulla,2017-01-20,223482,46,0.647,0.00831,0.647,0.714,0.127,0.161,-9.871,0.0747,110.031,4
50,9,3,WILLOW,2014-11-11,253800,66,0.597,0.215,0.597,0.495,0.000163,0.104,-8.674,0.201,76.991,4
51,Get You (feat. Kali Uchis),Get You - Single,Daniel Caesar,2016-10-21,277297,62,0.659,0.426,0.659,0.295,6.95e-05,0.0795,-8.528,0.0322,74.037,4
52,Rude (feat. Jean Deaux),In The Comfort Of,Sango,2018-03-16,221196,0,0.771,0.366,0.771,0.466,3.01e-05,0.143,-9.755,0.114,115.07,4
53,Cyan,Utopia,Darius,2017-11-24,190520,30,0.773,0.619,0.773,0.518,0.697,0.127,-10.645,0.15,93.966,4
54,Scenes from a Midnight Movie,Happy Birthday,Blood Cultures,2017-07-21,295000,0,0.489,0.0523,0.489,0.661,0.882,0.131,-9.212,0.0364,91.989,4
55,Mono,frozenthere,altopalo,2018-09-12,282473,0,0.52,0.654,0.52,0.237,0.701,0.0728,-14.671,0.0686,111.962,4
56,Superior Emotion,Superior Emotion,AlunaGeorge,2018-09-07,206028,41,0.678,0.444,0.678,0.604,0.000994,0.137,-6.854,0.0461,144.017,4
57,passionfruit,EP2,Yaeji,2017-11-03,274728,0,0.605,0.611,0.605,0.443,0.0917,0.111,-13.171,0.0351,111.87,4
58,Star Eyes,Flume,Flume,2012-11-12,146584,0,0.564,0.0188,0.564,0.646,0.869,0.335,-6.115,0.0389,90.056,4
59,Moon,Moon,Blood Cultures,2017-06-23,295000,0,0.513,0.173,0.513,0.55,0.86,0.438,-7.342,0.0295,93.055,4
60,Hopes Up,Gallows,DRAMA,2016-11-30,206858,56,0.733,0.22,0.733,0.579,0.288,0.153,-8.83,0.0286,121.987,4
61,Late,"All of Us, Together",Teen Daze,2012-06-05,196337,24,0.669,0.665,0.669,0.565,0.969,0.108,-10.826,0.0328,120.004,4
62,Wings,Chrome Sparks,Chrome Sparks,2018-04-13,339106,24,0.521,0.0474,0.521,0.706,0.737,0.143,-10.663,0.0395,110.007,4
63,Boy,Boy,Instupendo,2018-02-09,235770,44,0.418,0.82,0.418,0.204,0.936,0.0866,-13.522,0.037,110.022,4
64,"Don't Stop, Pt. 1","Don't Stop, Pt. 1",AP0110,2018-05-28,232200,0,0.877,0.095,0.877,0.719,0.869,0.0938,-11.384,0.0742,100.018,4
65,High - The Synthwave Version,Too Much High (The Synthwave Version),Sun Glitters,2017-09-30,262400,7,0.479,0.146,0.479,0.325,0.77,0.0965,-8.548,0.0319,75.017,4
66,Kusanagi,In Return,ODESZA,2014-09-08,208000,52,0.335,0.472,0.335,0.33,0.41,0.164,-8.302,0.031,75.07,4
67,Dye,Awake,Tycho,2014-03-18,317154,15,0.547,0.341,0.547,0.758,0.931,0.235,-8.169,0.0308,156.035,4
68,Violet,Everyday,Tourist,2019-02-15,201887,3,0.609,0.607,0.609,0.526,0.883,0.0675,-9.445,0.0603,140.026,3
69,Smile,Genetic World,Télépopmusik,2001-01-01,241560,42,0.596,0.781,0.596,0.446,0.626,0.562,-14.22,0.0285,133.988,4
70,1998,Built On Glass,Chet Faker,2014-04-01,367871,43,0.784,0.344,0.784,0.386,0.409,0.246,-13.097,0.0771,99.987,4
72,Jewel,Hi This Is Flume (Mixtape),Flume,2019-03-22,193732,50,0.464,0.163,0.464,0.496,0.000501,0.783,-6.688,0.0447,113.317,4
73,Suede,Yes Lawd!,NxWorries,2016-10-21,174866,6,0.669,0.459,0.669,0.735,0.0,0.103,-7.264,0.329,117.284,4
75,Give You Up - Darius Remix,Crayon - Give You Up,Crayon,2013-08-05,324895,46,0.849,0.366,0.849,0.507,0.686,0.07,-8.763,0.0778,107.982,4
76,Turnmills - Edit,Kingdoms In Colour,Maribou State,2018-09-07,201181,41,0.629,0.366,0.629,0.686,0.878,0.232,-8.826,0.035,115.02,4
77,50-50 (feat. Instupendo),Outer Peace,Toro y Moi,2019-01-18,206912,12,0.623,0.0149,0.623,0.461,0.00349,0.346,-8.223,0.033,130.02,4
78,Don't Let Me Down (feat. Khalid),Don't Let Me Down / All to You,Sabrina Claudio,2018-04-04,176688,53,0.58,0.5,0.58,0.636,0.00449,0.279,-7.661,0.11,104.853,4
79,Time,Spleen,Kidswaste,2017-02-24,274668,27,0.602,0.891,0.602,0.422,0.696,0.099,-14.759,0.109,100.023,4
80,Alla Prima,Viridian,Voodulce,2019-07-26,275510,33,0.654,0.113,0.654,0.756,0.796,0.103,-9.328,0.0423,97.996,4
81,Sugar for the Pill,Slowdive,Slowdive,2017-05-05,270918,30,0.533,0.207,0.533,0.545,0.797,0.113,-7.681,0.0243,98.014,4
